0;0;0;0;land;false;unknown;0
1;239;227;134;land;false;marsh;1
2;196;213;125;land;true;marsh;1
3;245;96;187;land;false;marsh;1
4;115;190;225;land;false;marsh;1
5;110;251;196;land;true;forest;1
6;237;163;131;land;false;marsh;1
7;192;233;131;land;false;desert;1
8;234;229;160;land;false;marsh;1
9;193;214;204;land;false;marsh;1
10;174;177;190;land;false;marsh;1
11;244;177;96;land;false;desert;1
12;242;246;182;land;false;marsh;1
13;168;243;187;land;false;desert;1
14;229;133;205;land;false;desert;1
15;184;230;116;land;false;marsh;1
16;140;212;221;land;true;marsh;1
17;250;88;163;land;false;marsh;1
18;224;98;251;land;false;marsh;1
19;226;180;242;land;false;marsh;1
20;180;254;227;land;true;marsh;1
21;16;235;251;land;false;marsh;1
22;201;237;164;land;true;marsh;1
23;116;233;230;land;false;marsh;1
24;208;86;232;land;false;marsh;1
25;237;147;203;land;false;marsh;1
26;149;214;155;land;false;marsh;1
27;207;222;159;land;false;marsh;1
28;94;200;239;land;false;marsh;1
29;236;167;248;land;false;marsh;1
30;232;242;135;land;false;desert;1
31;161;190;156;land;false;marsh;1
32;251;190;217;land;false;desert;1
33;152;202;241;land;false;marsh;1
34;178;158;206;land;false;marsh;1
35;212;203;122;land;false;marsh;1
36;169;185;157;land;false;marsh;1
37;166;189;178;land;false;urban;1
38;169;179;192;land;false;marsh;1
39;249;157;124;land;false;forest;1
40;192;169;245;land;false;desert;1
41;226;192;179;land;true;marsh;1
42;247;177;119;land;false;marsh;1
43;148;187;199;land;false;marsh;1
44;197;247;238;land;false;desert;1
45;211;162;215;land;false;marsh;1
46;253;215;87;land;false;marsh;1
47;233;209;67;land;true;marsh;1
48;222;220;157;land;false;desert;1
49;211;78;218;land;false;marsh;1
50;222;247;130;land;false;marsh;1
51;174;214;185;land;false;marsh;1
52;170;184;212;land;false;marsh;1
53;236;161;166;land;false;marsh;1
54;238;122;223;land;true;marsh;1
55;253;241;186;land;false;forest;1
56;77;233;229;land;false;marsh;1
57;146;169;196;land;false;marsh;1
58;251;190;166;land;false;marsh;1
59;238;249;218;land;false;forest;1
60;190;125;254;land;false;marsh;1
61;170;193;209;land;true;marsh;1
62;252;160;212;land;false;marsh;1
63;75;239;221;land;false;marsh;1
64;61;252;191;land;false;marsh;1
65;179;164;168;land;false;forest;1
66;166;253;137;land;false;marsh;1
67;215;120;171;land;true;marsh;1
68;189;213;101;land;false;marsh;1
69;37;241;224;land;false;desert;1
70;198;226;222;land;false;marsh;1
71;157;139;236;land;false;marsh;1
72;228;157;211;land;false;marsh;1
73;207;240;110;land;false;marsh;1
74;75;240;233;land;false;marsh;1
75;187;178;239;land;true;marsh;1
76;228;225;220;land;false;forest;1
77;240;237;36;land;true;marsh;1
78;125;187;253;land;false;marsh;1
79;225;223;155;land;false;marsh;1
80;69;214;246;land;false;forest;1
81;195;160;216;land;false;marsh;1
82;93;210;212;land;true;marsh;1
83;223;97;223;land;false;marsh;1
84;143;222;173;land;false;marsh;1
85;149;109;248;land;false;marsh;1
86;225;102;226;land;false;marsh;1
87;238;189;180;land;false;marsh;1
88;231;123;149;land;false;marsh;1
89;254;69;224;land;true;marsh;1
90;185;218;202;land;false;marsh;1
91;179;219;191;land;true;marsh;1
92;237;196;162;land;false;marsh;1
93;208;205;120;land;false;marsh;1
94;224;199;244;land;false;marsh;1
95;216;178;159;land;false;forest;1
96;104;241;247;land;false;forest;1
97;214;241;148;land;false;marsh;1
98;172;253;132;land;false;marsh;1
99;249;161;208;land;false;desert;1
100;72;250;196;land;false;marsh;1
101;238;124;200;land;false;marsh;1
102;108;252;210;land;true;marsh;1
103;109;230;181;land;false;marsh;1
104;156;186;194;land;true;marsh;1
105;156;200;189;land;true;marsh;1
106;250;237;173;land;false;marsh;1
107;201;187;195;land;false;marsh;1
108;233;249;140;land;false;desert;1
109;187;243;194;land;false;forest;1
110;233;188;229;land;false;forest;1
111;193;205;228;land;false;marsh;1
112;63;250;253;land;false;forest;1
113;216;198;119;land;false;marsh;1
114;194;131;206;land;false;marsh;1
115;122;240;205;land;true;marsh;1
116;221;170;165;land;false;forest;1
117;195;245;141;land;true;desert;1
118;166;155;254;land;false;forest;1
119;171;134;254;land;false;marsh;1
120;207;227;69;land;true;marsh;1
121;183;155;242;land;false;desert;1
122;87;245;190;land;false;desert;1
123;225;129;175;land;false;marsh;1
124;125;203;200;land;false;marsh;1
125;181;141;229;land;false;marsh;1
126;179;201;152;land;true;marsh;1
127;113;213;254;land;false;marsh;1
128;247;253;134;land;true;marsh;1
129;172;220;196;land;false;marsh;1
130;212;215;196;land;true;forest;1
131;211;212;108;land;false;marsh;1
132;224;206;181;land;false;marsh;1
133;118;202;229;land;false;desert;1
134;240;104;236;land;false;marsh;1
135;109;162;250;land;true;forest;1
136;174;239;227;land;false;marsh;1
137;244;114;196;land;false;marsh;1
138;235;148;249;land;false;marsh;1
139;204;242;76;land;false;forest;1
140;212;239;116;land;false;marsh;1
141;173;146;238;land;true;marsh;1
142;218;233;157;land;false;marsh;1
143;194;161;225;land;false;forest;1
144;128;250;177;land;true;marsh;1
145;222;90;212;land;true;forest;1
146;155;185;212;land;false;marsh;1
147;163;207;213;land;false;marsh;1
148;181;186;223;land;false;forest;1
149;196;151;209;land;false;marsh;1
150;241;132;252;land;false;marsh;1
151;195;128;206;land;false;desert;1
152;147;180;246;land;false;marsh;1
153;118;192;198;land;false;marsh;1
154;205;184;189;land;false;marsh;1
155;210;194;120;land;true;desert;1
156;136;222;180;land;false;marsh;1
157;233;60;235;land;false;marsh;1
158;132;212;183;land;false;marsh;1
159;197;139;236;land;false;marsh;1
160;236;65;236;land;false;forest;1
161;230;240;94;land;true;marsh;1
162;222;64;224;land;false;desert;1
163;177;242;182;land;false;marsh;1
164;109;214;227;land;false;marsh;1
165;93;197;218;land;false;marsh;1
166;206;99;254;land;false;marsh;1
167;219;162;229;land;false;marsh;1
168;200;235;246;land;false;marsh;1
169;196;221;178;land;false;marsh;1
170;221;137;239;land;true;marsh;1
171;252;50;220;land;true;marsh;1
172;211;102;196;land;false;marsh;1
173;154;179;215;land;false;marsh;1
174;226;220;241;land;false;marsh;1
175;172;253;190;land;false;marsh;1
176;227;188;132;land;false;forest;1
177;144;240;118;land;false;marsh;1
178;190;225;117;land;false;marsh;1
179;200;84;231;land;false;marsh;1
180;248;225;59;land;true;marsh;1
181;139;237;191;land;false;marsh;1
182;107;242;251;land;true;marsh;1
183;223;229;56;land;true;marsh;1
