1;arms_factory;2196.00;10.10;1890.00;2.10;0
1;arms_factory;2196.00;10.10;1890.00;2.10;0
1;arms_factory;2196.00;10.10;1890.00;2.10;0
1;arms_factory;2196.00;10.10;1890.00;2.10;0
1;arms_factory;2196.00;10.10;1890.00;2.10;0
1;arms_factory;2196.00;10.10;1890.00;2.10;0
1;industrial_complex;2196.00;10.10;1890.00;2.10;0
1;industrial_complex;2196.00;10.10;1890.00;2.10;0
1;industrial_complex;2196.00;10.10;1890.00;2.10;0
1;industrial_complex;2196.00;10.10;1890.00;2.10;0
1;industrial_complex;2196.00;10.10;1890.00;2.10;0
1;industrial_complex;2196.00;10.10;1890.00;2.10;0
1;air_base;2196.00;10.10;1890.00;2.10;0
1;supply_node;2197.00;10.10;1892.00;4.38;0
1;naval_base;2188.00;9.50;1886.00;-1.68;3865
1;bunker;2196.00;10.10;1890.00;2.10;0
1;coastal_bunker;2188.00;9.50;1886.00;-1.68;0
1;dockyard;2188.00;9.50;1886.00;-1.68;0
1;anti_air_building;2196.00;10.10;1890.00;2.10;0
1;anti_air_building;2196.00;10.10;1890.00;2.10;0
1;anti_air_building;2196.00;10.10;1890.00;2.10;0
1;synthetic_refinery;2196.00;10.10;1890.00;2.10;0
1;fuel_silo;2196.00;10.10;1890.00;2.10;0
1;radar_station;2198.00;10.05;1893.00;4.38;0
1;rocket_site;2196.00;10.10;1890.00;2.10;0
1;nuclear_reactor;2196.00;10.10;1890.00;2.10;0
2;floating_harbor;2941.65;9.50;1793.23;-0.73;3253
3;arms_factory;3934.00;10.65;1632.00;4.44;0
3;arms_factory;3949.00;9.82;1659.00;2.27;0
3;arms_factory;3947.00;10.53;1641.00;4.94;0
3;arms_factory;3934.00;10.78;1628.00;1.32;0
3;arms_factory;3931.00;9.93;1651.00;4.34;0
3;arms_factory;3929.00;10.45;1638.00;5.55;0
3;industrial_complex;3949.00;11.00;1621.00;3.39;0
3;industrial_complex;3929.00;10.03;1647.00;6.05;0
3;industrial_complex;3953.00;10.75;1631.00;1.33;0
3;industrial_complex;3948.00;9.93;1655.00;3.99;0
3;industrial_complex;3942.00;10.50;1643.00;1.83;0
3;industrial_complex;3953.00;10.78;1627.00;3.39;0
3;air_base;3932.00;9.98;1650.00;6.06;0
3;supply_node;3937.00;10.62;1636.00;1.87;0
3;naval_base;3952.00;9.80;1659.00;-3.59;4096
3;bunker;3939.00;10.28;1646.00;1.83;0
3;coastal_bunker;3950.00;9.57;1661.00;-3.59;0
3;dockyard;3939.00;9.78;1656.00;-2.70;0
3;radar_station;3937.00;10.62;1637.00;3.58;0
3;rocket_site;3931.00;10.62;1633.00;6.22;0
3;nuclear_reactor;3928.00;11.00;1622.00;4.06;0
4;arms_factory;3580.00;9.90;1510.00;4.94;0
4;arms_factory;3530.00;10.07;1502.00;1.32;0
4;arms_factory;3545.00;10.60;1492.00;4.34;0
4;arms_factory;3561.00;10.05;1480.00;5.55;0
4;arms_factory;3559.00;9.80;1453.00;3.39;0
4;arms_factory;3577.00;10.18;1504.00;6.05;0
4;industrial_complex;3506.00;10.15;1495.00;1.33;0
4;industrial_complex;3575.00;10.05;1509.00;3.99;0
4;industrial_complex;3578.00;10.10;1470.00;1.83;0
4;industrial_complex;3541.00;10.55;1491.00;3.39;0
4;industrial_complex;3578.00;10.18;1478.00;6.06;0
4;industrial_complex;3499.00;9.90;1488.00;2.44;0
4;air_base;3571.00;10.32;1503.00;0.28;0
4;supply_node;3600.00;10.10;1496.00;2.17;0
4;supply_node;3519.00;10.05;1503.00;2.87;0
4;supply_node;3486.00;10.07;1500.00;4.34;0
4;supply_node;3551.00;10.32;1505.00;2.10;0
4;supply_node;3591.00;9.98;1476.00;3.58;0
4;supply_node;3509.00;10.10;1484.00;0.23;0
4;naval_base;3604.00;9.53;1485.00;1.11;3736
4;naval_base;3499.00;9.50;1481.00;0.00;3931
4;naval_base;3534.00;9.80;1511.00;-3.87;3901
4;naval_base;3581.00;9.57;1462.00;-0.12;2893
4;naval_base;3535.00;9.50;1469.00;0.24;2893
4;naval_base;3544.00;9.80;1519.00;-2.45;3901
4;bunker;3549.00;10.32;1500.00;5.18;0
4;bunker;3483.00;9.82;1494.00;5.08;0
4;bunker;3608.00;9.80;1498.00;0.01;0
4;bunker;3529.00;10.15;1499.00;4.13;0
4;bunker;3589.00;9.90;1473.00;3.52;0
4;coastal_bunker;3487.00;9.78;1508.00;-3.93;0
4;coastal_bunker;3607.00;9.70;1505.00;-3.36;0
4;coastal_bunker;3540.00;9.50;1469.00;0.24;0
4;coastal_bunker;3550.00;9.82;1519.00;-3.21;0
4;coastal_bunker;3588.00;9.80;1469.00;-0.12;0
4;coastal_bunker;3510.00;9.75;1511.00;-2.30;0
4;dockyard;3469.00;9.53;1500.00;-0.88;0
4;anti_air_building;3519.00;10.30;1500.00;1.02;0
4;anti_air_building;3583.00;9.85;1512.00;3.69;0
4;anti_air_building;3580.00;10.12;1476.00;0.07;0
4;synthetic_refinery;3486.00;9.98;1502.00;1.63;0
4;fuel_silo;3584.00;10.23;1481.00;5.76;0
4;radar_station;3539.00;10.40;1487.00;1.60;0
4;rocket_site;3577.00;10.07;1506.00;3.69;0
